Source,Target,Type,Label,Weight
339753954,669252032,Undirected,,1
339753954,669685805,Undirected,,1
339753954,670627933,Undirected,,1
339753954,671158374,Undirected,,1
339753954,671189581,Undirected,,1
339753954,671261084,Undirected,,1
339753954,671934252,Undirected,,1
339753954,672229861,Undirected,,1
339753954,672520400,Undirected,,1
339753954,673342179,Undirected,,1
339753954,673764342,Undirected,,1
339753954,673782054,Undirected,,1
339753954,673849122,Undirected,,1
339753954,674261948,Undirected,,1
339753954,674319430,Undirected,,1
339753954,674346759,Undirected,,1
339753954,674374131,Undirected,,1
339753954,674506413,Undirected,,1
339753954,674730862,Undirected,,1
339753954,675671205,Undirected,,1
339753954,675750126,Undirected,,1
339753954,675760033,Undirected,,1
339753954,675969015,Undirected,,1
339753954,676040971,Undirected,,1
339753954,676579837,Undirected,,1
339753954,677648725,Undirected,,1
339753954,677729211,Undirected,,1
339753954,677851613,Undirected,,1
339753954,678225266,Undirected,,1
339753954,678508321,Undirected,,1
339753954,678683804,Undirected,,1
339753954,678846695,Undirected,,1
339753954,678934663,Undirected,,1
339753954,679133562,Undirected,,1
339753954,679298446,Undirected,,1
339753954,679507836,Undirected,,1
339753954,679521191,Undirected,,1
339753954,680165135,Undirected,,1
339753954,680511753,Undirected,,1
339753954,681012247,Undirected,,1
339753954,681383897,Undirected,,1
339753954,682034636,Undirected,,1
339753954,682356465,Undirected,,1
339753954,682367804,Undirected,,1
339753954,683201928,Undirected,,1
339753954,683773687,Undirected,,1
339753954,684037814,Undirected,,1
339753954,684765953,Undirected,,1
339753954,684800322,Undirected,,1
339753954,685668011,Undirected,,1
339753954,686034798,Undirected,,1
339753954,686277759,Undirected,,1
339753954,686441650,Undirected,,1
339753954,688080195,Undirected,,1
339753954,688784207,Undirected,,1
339753954,689004534,Undirected,,1
339753954,689116925,Undirected,,1
339753954,689716341,Undirected,,1
339753954,689921460,Undirected,,1
339753954,690075100,Undirected,,1
339753954,691070832,Undirected,,1
339753954,692125708,Undirected,,1
339753954,692440740,Undirected,,1
339753954,693193039,Undirected,,1
339753954,693445105,Undirected,,1
339753954,694037751,Undirected,,1
339753954,694797829,Undirected,,1
339753954,695119662,Undirected,,1
339753954,695132704,Undirected,,1
339753954,695208458,Undirected,,1
339753954,695368416,Undirected,,1
339753954,696676091,Undirected,,1
339753954,696821699,Undirected,,1
339753954,697190428,Undirected,,1
339753954,697292744,Undirected,,1
339753954,698189763,Undirected,,1
339753954,699787948,Undirected,,1
339753954,700236068,Undirected,,1
339753954,700699657,Undirected,,1
339753954,700959520,Undirected,,1
339753954,701397548,Undirected,,1
339753954,701635816,Undirected,,1
339753954,701939356,Undirected,,1
339753954,702051770,Undirected,,1
339753954,702168351,Undirected,,1
339753954,702292779,Undirected,,1
339753954,702699291,Undirected,,1
339753954,702807346,Undirected,,1
339753954,702827262,Undirected,,1
339753954,702945135,Undirected,,1
339753954,703763200,Undirected,,1
339753954,704377505,Undirected,,1
339753954,704960964,Undirected,,1
339753954,705320663,Undirected,,1
339753954,705611741,Undirected,,1
339753954,705696235,Undirected,,1
339753954,705795457,Undirected,,1
339753954,706459757,Undirected,,1
339753954,707410485,Undirected,,1
339753954,707497707,Undirected,,1
339753954,707699272,Undirected,,1
339753954,708005014,Undirected,,1
339753954,708458557,Undirected,,1
339753954,708873682,Undirected,,1
339753954,708984706,Undirected,,1
339753954,709048951,Undirected,,1
339753954,709184989,Undirected,,1
339753954,709320872,Undirected,,1
339753954,709726295,Undirected,,1
339753954,709761453,Undirected,,1
339753954,710195798,Undirected,,1
339753954,710377128,Undirected,,1
339753954,710562472,Undirected,,1
339753954,710667011,Undirected,,1
339753954,710797703,Undirected,,1
339753954,710807014,Undirected,,1
339753954,710812286,Undirected,,1
339753954,711384206,Undirected,,1
339753954,711417306,Undirected,,1
339753954,711476118,Undirected,,1
339753954,712199892,Undirected,,1
339753954,712234423,Undirected,,1
339753954,713156807,Undirected,,1
339753954,713228411,Undirected,,1
339753954,713413458,Undirected,,1
339753954,713557772,Undirected,,1
339753954,713735694,Undirected,,1
339753954,713788427,Undirected,,1
339753954,713791209,Undirected,,1
339753954,714407300,Undirected,,1
339753954,715242266,Undirected,,1
339753954,715353286,Undirected,,1
339753954,715963202,Undirected,,1
339753954,716003188,Undirected,,1
339753954,716143616,Undirected,,1
339753954,716358796,Undirected,,1
339753954,716514266,Undirected,,1
339753954,716545994,Undirected,,1
339753954,717176604,Undirected,,1
339753954,717305853,Undirected,,1
339753954,717424136,Undirected,,1
339753954,717830091,Undirected,,1
339753954,717830135,Undirected,,1
339753954,717831543,Undirected,,1
339753954,717879435,Undirected,,1
339753954,717981969,Undirected,,1
339753954,718044582,Undirected,,1
339753954,718255117,Undirected,,1
339753954,718421370,Undirected,,1
339753954,718546729,Undirected,,1
339753954,718834858,Undirected,,1
339753954,718890470,Undirected,,1
339753954,718891210,Undirected,,1
339753954,718902503,Undirected,,1
339753954,719103530,Undirected,,1
339753954,719316969,Undirected,,1
339753954,719524318,Undirected,,1
339753954,719700448,Undirected,,1
339753954,719771638,Undirected,,1
339753954,719924832,Undirected,,1
339753954,720823478,Undirected,,1
339753954,721223542,Undirected,,1
339753954,721878447,Undirected,,1
339753954,722299016,Undirected,,1
339753954,722307314,Undirected,,1
339753954,722327482,Undirected,,1
339753954,722418375,Undirected,,1
339753954,722583454,Undirected,,1
339753954,722796628,Undirected,,1
339753954,722854116,Undirected,,1
339753954,723405532,Undirected,,1
339753954,723440034,Undirected,,1
339753954,724206172,Undirected,,1
339753954,728154401,Undirected,,1
339753954,728483696,Undirected,,1
339753954,729460222,Undirected,,1
339753954,729574885,Undirected,,1
339753954,730004705,Undirected,,1
339753954,730392539,Undirected,,1
339753954,730831738,Undirected,,1
339753954,730979196,Undirected,,1
339753954,730979488,Undirected,,1
339753954,731097363,Undirected,,1
339753954,731156193,Undirected,,1
339753954,731166348,Undirected,,1
339753954,731339001,Undirected,,1
339753954,731394812,Undirected,,1
339753954,731539731,Undirected,,1
339753954,732019776,Undirected,,1
339753954,732164822,Undirected,,1
339753954,732183652,Undirected,,1
339753954,732396269,Undirected,,1
339753954,732520795,Undirected,,1
339753954,732550235,Undirected,,1
339753954,732573006,Undirected,,1
339753954,732642179,Undirected,,1
339753954,732773689,Undirected,,1
339753954,732932111,Undirected,,1
339753954,732955031,Undirected,,1
339753954,732981115,Undirected,,1
339753954,733068797,Undirected,,1
339753954,733911916,Undirected,,1
339753954,733935004,Undirected,,1
339753954,733936868,Undirected,,1
339753954,733983431,Undirected,,1
339753954,734008310,Undirected,,1
339753954,734478593,Undirected,,1
339753954,734577139,Undirected,,1
339753954,734633893,Undirected,,1
339753954,734886114,Undirected,,1
339753954,734912199,Undirected,,1
339753954,735457657,Undirected,,1
339753954,735521955,Undirected,,1
339753954,737147888,Undirected,,1
339753954,737411661,Undirected,,1
339753954,737750854,Undirected,,1
339753954,737951499,Undirected,,1
339753954,738396829,Undirected,,1
339753954,738433898,Undirected,,1
339753954,738903289,Undirected,,1
339753954,738911399,Undirected,,1
339753954,739211579,Undirected,,1
339753954,740320508,Undirected,,1
339753954,740555892,Undirected,,1
339753954,740848047,Undirected,,1
339753954,741166225,Undirected,,1
339753954,741452802,Undirected,,1
339753954,741590564,Undirected,,1
339753954,741697428,Undirected,,1
339753954,742227976,Undirected,,1
339753954,742415978,Undirected,,1
339753954,742468868,Undirected,,1
339753954,742771996,Undirected,,1
339753954,742792149,Undirected,,1
339753954,742792465,Undirected,,1
339753954,742794745,Undirected,,1
339753954,742996575,Undirected,,1
339753954,743017945,Undirected,,1
339753954,743101418,Undirected,,1
339753954,743553422,Undirected,,1
339753954,743654502,Undirected,,1
339753954,743740505,Undirected,,1
339753954,743741050,Undirected,,1
339753954,743892965,Undirected,,1
339753954,744296449,Undirected,,1
339753954,744436179,Undirected,,1
339753954,744599699,Undirected,,1
339753954,744949059,Undirected,,1
339753954,746064386,Undirected,,1
339753954,746108493,Undirected,,1
339753954,746667223,Undirected,,1
339753954,747365660,Undirected,,1
339753954,748083860,Undirected,,1
339753954,748500008,Undirected,,1
339753954,748749576,Undirected,,1
339753954,748778354,Undirected,,1
339753954,748875450,Undirected,,1
339753954,749572864,Undirected,,1
339753954,749647763,Undirected,,1
339753954,749676254,Undirected,,1
339753954,749829803,Undirected,,1
339753954,749977836,Undirected,,1
339753954,750187289,Undirected,,1
339753954,750732893,Undirected,,1
339753954,750755158,Undirected,,1
339753954,750841282,Undirected,,1
339753954,750912530,Undirected,,1
339753954,751187717,Undirected,,1
339753954,751308915,Undirected,,1
339753954,751611126,Undirected,,1
339753954,751651560,Undirected,,1
339753954,751916047,Undirected,,1
339753954,752134009,Undirected,,1
339753954,752809854,Undirected,,1
339753954,753258297,Undirected,,1
339753954,753828630,Undirected,,1
339753954,753867808,Undirected,,1
339753954,753933370,Undirected,,1
339753954,754119348,Undirected,,1
339753954,754219412,Undirected,,1
339753954,754280972,Undirected,,1
339753954,754293149,Undirected,,1
339753954,754373069,Undirected,,1
339753954,754662715,Undirected,,1
339753954,754836124,Undirected,,1
339753954,755369760,Undirected,,1
339753954,755401800,Undirected,,1
339753954,758151930,Undirected,,1
339753954,758208434,Undirected,,1
339753954,760391930,Undirected,,1
339753954,760532478,Undirected,,1
339753954,760789695,Undirected,,1
339753954,760874935,Undirected,,1
339753954,760987194,Undirected,,1
339753954,761279386,Undirected,,1
339753954,761358938,Undirected,,1
339753954,761364213,Undirected,,1
339753954,761742728,Undirected,,1
339753954,762193375,Undirected,,1
339753954,762301716,Undirected,,1
339753954,762347271,Undirected,,1
339753954,762367756,Undirected,,1
339753954,762637379,Undirected,,1
339753954,763171706,Undirected,,1
339753954,763582847,Undirected,,1
339753954,763906984,Undirected,,1
339753954,764015590,Undirected,,1
339753954,764022704,Undirected,,1
339753954,764277060,Undirected,,1
339753954,764463716,Undirected,,1
339753954,764482230,Undirected,,1
339753954,764994432,Undirected,,1
339753954,765048156,Undirected,,1
339753954,765332740,Undirected,,1
339753954,765968483,Undirected,,1
339753954,766284727,Undirected,,1
339753954,766815405,Undirected,,1
339753954,767015861,Undirected,,1
339753954,768301403,Undirected,,1
339753954,770674389,Undirected,,1
339753954,773748108,Undirected,,1
339753954,774399032,Undirected,,1
339753954,774876915,Undirected,,1
339753954,775014862,Undirected,,1
339753954,775127283,Undirected,,1
339753954,775554507,Undirected,,1
339753954,777562221,Undirected,,1
339753954,777673728,Undirected,,1
339753954,777937494,Undirected,,1
339753954,778473704,Undirected,,1
339753954,778595672,Undirected,,1
339753954,779693461,Undirected,,1
339753954,780372975,Undirected,,1
339753954,780890927,Undirected,,1
339753954,781101915,Undirected,,1
339753954,781285755,Undirected,,1
339753954,782020183,Undirected,,1
339753954,782203645,Undirected,,1
339753954,783508994,Undirected,,1
339753954,783655226,Undirected,,1
339753954,784098317,Undirected,,1
339753954,784133622,Undirected,,1
339753954,784272822,Undirected,,1
339753954,784284601,Undirected,,1
339753954,784289799,Undirected,,1
339753954,784845240,Undirected,,1
339753954,785045166,Undirected,,1
339753954,785252906,Undirected,,1
339753954,785469495,Undirected,,1
339753954,785475721,Undirected,,1
339753954,785656465,Undirected,,1
339753954,785917339,Undirected,,1
339753954,786066542,Undirected,,1
339753954,786137911,Undirected,,1
339753954,786468003,Undirected,,1
339753954,786943595,Undirected,,1
339753954,787031388,Undirected,,1
339753954,787530727,Undirected,,1
339753954,787672803,Undirected,,1
339753954,787961924,Undirected,,1
339753954,788154568,Undirected,,1
339753954,788833559,Undirected,,1
339753954,790056564,Undirected,,1
339753954,790232716,Undirected,,1
339753954,790781669,Undirected,,1
339753954,791474109,Undirected,,1
339753954,791554796,Undirected,,1
339753954,791594847,Undirected,,1
339753954,792081821,Undirected,,1
339753954,792634689,Undirected,,1
339753954,792779045,Undirected,,1
339753954,793627432,Undirected,,1
339753954,794949501,Undirected,,1
339753954,794961373,Undirected,,1
339753954,795123793,Undirected,,1
339753954,795493332,Undirected,,1
339753954,795536731,Undirected,,1
339753954,795644669,Undirected,,1
339753954,795775870,Undirected,,1
339753954,795885149,Undirected,,1
339753954,796207131,Undirected,,1
339753954,796460148,Undirected,,1
339753954,796693224,Undirected,,1
339753954,796915509,Undirected,,1
339753954,797242528,Undirected,,1
339753954,797418159,Undirected,,1
339753954,798008809,Undirected,,1
339753954,798658270,Undirected,,1
339753954,798753703,Undirected,,1
339753954,798971058,Undirected,,1
339753954,799303250,Undirected,,1
339753954,799446237,Undirected,,1
339753954,799967018,Undirected,,1
339753954,800231345,Undirected,,1
339753954,800296396,Undirected,,1
339753954,800646652,Undirected,,1
339753954,801088225,Undirected,,1
339753954,801465504,Undirected,,1
339753954,801740155,Undirected,,1
339753954,801936846,Undirected,,1
339753954,802188180,Undirected,,1
339753954,802361383,Undirected,,1
339753954,802362122,Undirected,,1
339753954,802442106,Undirected,,1
339753954,802586489,Undirected,,1
339753954,804081104,Undirected,,1
339753954,804143677,Undirected,,1
339753954,804822001,Undirected,,1
339753954,804873572,Undirected,,1
339753954,805088733,Undirected,,1
339753954,805290977,Undirected,,1
339753954,806002239,Undirected,,1
339753954,806008288,Undirected,,1
339753954,806077259,Undirected,,1
339753954,806342123,Undirected,,1
339753954,806445123,Undirected,,1
339753954,806595417,Undirected,,1
339753954,806978554,Undirected,,1
339753954,807102592,Undirected,,1
339753954,807141503,Undirected,,1
339753954,807386996,Undirected,,1
339753954,807405631,Undirected,,1
339753954,807425477,Undirected,,1
339753954,807560661,Undirected,,1
339753954,807958164,Undirected,,1
339753954,807979008,Undirected,,1
339753954,808004266,Undirected,,1
339753954,808074547,Undirected,,1
339753954,808266461,Undirected,,1
339753954,808318080,Undirected,,1
339753954,808400517,Undirected,,1
339753954,808709339,Undirected,,1
339753954,808907269,Undirected,,1
339753954,809344099,Undirected,,1
339753954,809363180,Undirected,,1
339753954,809668751,Undirected,,1
339753954,810622912,Undirected,,1
339753954,810993865,Undirected,,1
339753954,811015627,Undirected,,1
339753954,811252297,Undirected,,1
339753954,811343623,Undirected,,1
339753954,811348774,Undirected,,1
339753954,811640252,Undirected,,1
339753954,811915201,Undirected,,1
339753954,812283842,Undirected,,1
339753954,812301093,Undirected,,1
339753954,812337664,Undirected,,1
339753954,812338780,Undirected,,1
339753954,812662786,Undirected,,1
339753954,812806805,Undirected,,1
339753954,813054974,Undirected,,1
339753954,813055650,Undirected,,1
339753954,813094948,Undirected,,1
339753954,813102414,Undirected,,1
339753954,813223058,Undirected,,1
339753954,813498456,Undirected,,1
339753954,813694338,Undirected,,1
339753954,813718817,Undirected,,1
339753954,814055942,Undirected,,1
339753954,814248957,Undirected,,1
339753954,814360570,Undirected,,1
339753954,814480594,Undirected,,1
339753954,814595507,Undirected,,1
339753954,814834451,Undirected,,1
339753954,814891245,Undirected,,1
339753954,815235151,Undirected,,1
339753954,815446427,Undirected,,1
339753954,815582332,Undirected,,1
339753954,815613146,Undirected,,1
339753954,815648429,Undirected,,1
339753954,815741221,Undirected,,1
339753954,815766478,Undirected,,1
339753954,815889599,Undirected,,1
339753954,815999038,Undirected,,1
339753954,816097319,Undirected,,1
339753954,816342764,Undirected,,1
339753954,816358990,Undirected,,1
339753954,816390156,Undirected,,1
339753954,816506109,Undirected,,1
339753954,816563995,Undirected,,1
339753954,816567071,Undirected,,1
339753954,817025092,Undirected,,1
339753954,817257132,Undirected,,1
339753954,817295030,Undirected,,1
339753954,817334131,Undirected,,1
339753954,818496335,Undirected,,1
339753954,818535074,Undirected,,1
339753954,818552109,Undirected,,1
339753954,818960009,Undirected,,1
339753954,818988873,Undirected,,1
339753954,819192163,Undirected,,1
339753954,819294405,Undirected,,1
339753954,819540995,Undirected,,1
339753954,819750364,Undirected,,1
339753954,819810629,Undirected,,1
339753954,819811618,Undirected,,1
339753954,819879711,Undirected,,1
339753954,819986120,Undirected,,1
339753954,820917821,Undirected,,1
339753954,821015744,Undirected,,1
339753954,821518790,Undirected,,1
339753954,821748606,Undirected,,1
339753954,821839900,Undirected,,1
339753954,821926036,Undirected,,1
339753954,821930384,Undirected,,1
339753954,822252609,Undirected,,1
339753954,822292297,Undirected,,1
339753954,822385065,Undirected,,1
339753954,822424573,Undirected,,1
339753954,822483580,Undirected,,1
339753954,822553352,Undirected,,1
339753954,822635753,Undirected,,1
339753954,822745692,Undirected,,1
339753954,822991407,Undirected,,1
339753954,823031449,Undirected,,1
339753954,823074946,Undirected,,1
339753954,823759307,Undirected,,1
339753954,823910163,Undirected,,1
339753954,824328584,Undirected,,1
339753954,824438727,Undirected,,1
339753954,824794514,Undirected,,1
339753954,824966887,Undirected,,1
339753954,825006660,Undirected,,1
339753954,825040826,Undirected,,1
339753954,825275200,Undirected,,1
339753954,825313441,Undirected,,1
339753954,825330636,Undirected,,1
339753954,825407224,Undirected,,1
339753954,825497550,Undirected,,1
339753954,825506266,Undirected,,1
339753954,825642844,Undirected,,1
339753954,825972964,Undirected,,1
339753954,826034910,Undirected,,1
339753954,826141886,Undirected,,1
339753954,826383543,Undirected,,1
339753954,826598957,Undirected,,1
339753954,826723131,Undirected,,1
339753954,826809293,Undirected,,1
339753954,827144318,Undirected,,1
339753954,827410727,Undirected,,1
339753954,827411817,Undirected,,1
339753954,827418266,Undirected,,1
339753954,827570715,Undirected,,1
339753954,827622057,Undirected,,1
339753954,827627301,Undirected,,1
339753954,828149772,Undirected,,1
339753954,828303105,Undirected,,1
339753954,828369164,Undirected,,1
339753954,828388500,Undirected,,1
339753954,828652130,Undirected,,1
339753954,828676799,Undirected,,1
339753954,828692746,Undirected,,1
339753954,829025779,Undirected,,1
339753954,829050828,Undirected,,1
339753954,829111033,Undirected,,1
339753954,829562046,Undirected,,1
339753954,829701214,Undirected,,1
339753954,829725960,Undirected,,1
339753954,829948151,Undirected,,1
339753954,830050965,Undirected,,1
339753954,830057209,Undirected,,1
339753954,830132054,Undirected,,1
339753954,830132906,Undirected,,1
339753954,830352592,Undirected,,1
339753954,830387421,Undirected,,1
339753954,830396720,Undirected,,1
339753954,830547075,Undirected,,1
339753954,830725112,Undirected,,1
339753954,830782209,Undirected,,1
339753954,831193470,Undirected,,1
339753954,831273737,Undirected,,1
339753954,831287468,Undirected,,1
339753954,831345238,Undirected,,1
339753954,831430076,Undirected,,1
339753954,831440300,Undirected,,1
339753954,831748859,Undirected,,1
339753954,831772932,Undirected,,1
339753954,831822545,Undirected,,1
339753954,831875012,Undirected,,1
339753954,832024779,Undirected,,1
339753954,832045157,Undirected,,1
339753954,832054259,Undirected,,1
339753954,832386706,Undirected,,1
339753954,832548437,Undirected,,1
339753954,832606325,Undirected,,1
339753954,832646818,Undirected,,1
339753954,833080995,Undirected,,1
339753954,833237825,Undirected,,1
339753954,833280541,Undirected,,1
339753954,833438120,Undirected,,1
339753954,833456571,Undirected,,1
339753954,833513594,Undirected,,1
339753954,833610908,Undirected,,1
339753954,833633168,Undirected,,1
339753954,833863891,Undirected,,1
339753954,833901072,Undirected,,1
339753954,834789677,Undirected,,1
339753954,834937861,Undirected,,1
339753954,834985294,Undirected,,1
339753954,835076848,Undirected,,1
339753954,835105665,Undirected,,1
339753954,835171826,Undirected,,1
339753954,835760449,Undirected,,1
339753954,835768326,Undirected,,1
339753954,835865377,Undirected,,1
339753954,836085917,Undirected,,1
339753954,836210654,Undirected,,1
339753954,836245292,Undirected,,1
339753954,836316592,Undirected,,1
339753954,836545523,Undirected,,1
339753954,837072323,Undirected,,1
339753954,837514458,Undirected,,1
339753954,837543702,Undirected,,1
339753954,837959723,Undirected,,1
339753954,838647508,Undirected,,1
339753954,838896099,Undirected,,1
339753954,839274314,Undirected,,1
339753954,839365699,Undirected,,1
339753954,839385013,Undirected,,1
339753954,839668373,Undirected,,1
339753954,839865251,Undirected,,1
339753954,840093345,Undirected,,1
339753954,840782337,Undirected,,1
339753954,840819296,Undirected,,1
339753954,840915170,Undirected,,1
339753954,841137604,Undirected,,1
339753954,841323397,Undirected,,1
339753954,841801743,Undirected,,1
339753954,842063481,Undirected,,1
339753954,842150839,Undirected,,1
339753954,842363313,Undirected,,1
339753954,842407739,Undirected,,1
339753954,842410421,Undirected,,1
339753954,842412932,Undirected,,1
339753954,842414358,Undirected,,1
339753954,842492767,Undirected,,1
339753954,842527769,Undirected,,1
339753954,842866161,Undirected,,1
339753954,842924627,Undirected,,1
339753954,843139931,Undirected,,1
339753954,843451694,Undirected,,1
339753954,843479930,Undirected,,1
339753954,843551751,Undirected,,1
339753954,843601900,Undirected,,1
339753954,843646560,Undirected,,1
339753954,843759899,Undirected,,1
339753954,843768932,Undirected,,1
339753954,843772182,Undirected,,1
339753954,843773780,Undirected,,1
339753954,843895548,Undirected,,1
339753954,843915121,Undirected,,1
339753954,844076483,Undirected,,1
339753954,844100665,Undirected,,1
339753954,844103660,Undirected,,1
339753954,844209616,Undirected,,1
339753954,844253472,Undirected,,1
339753954,844276870,Undirected,,1
339753954,844562718,Undirected,,1
339753954,844596364,Undirected,,1
339753954,844694949,Undirected,,1
339753954,844708587,Undirected,,1
339753954,844766608,Undirected,,1
339753954,844769182,Undirected,,1
339753954,845031353,Undirected,,1
339753954,845186389,Undirected,,1
339753954,845201694,Undirected,,1
339753954,845370125,Undirected,,1
339753954,845468678,Undirected,,1
339753954,845757179,Undirected,,1
339753954,845775780,Undirected,,1
339753954,845849964,Undirected,,1
339753954,845876037,Undirected,,1
339753954,845889056,Undirected,,1
339753954,846632221,Undirected,,1
339753954,846721424,Undirected,,1
339753954,846974440,Undirected,,1
339753954,847339017,Undirected,,1
339753954,847620200,Undirected,,1
339753954,847675372,Undirected,,1
339753954,847695858,Undirected,,1
339753954,847818084,Undirected,,1
339753954,847912935,Undirected,,1
339753954,848095290,Undirected,,1
339753954,848325455,Undirected,,1
339753954,848523008,Undirected,,1
339753954,848712614,Undirected,,1
339753954,848788186,Undirected,,1
339753954,848863124,Undirected,,1
339753954,849298546,Undirected,,1
339753954,849470692,Undirected,,1
339753954,849483554,Undirected,,1
339753954,849852717,Undirected,,1
339753954,849955849,Undirected,,1
339753954,850030601,Undirected,,1
339753954,850128866,Undirected,,1
339753954,850529734,Undirected,,1
339753954,850587030,Undirected,,1
339753954,850749059,Undirected,,1
339753954,850954535,Undirected,,1
339753954,850969451,Undirected,,1
339753954,851002348,Undirected,,1
339753954,851003051,Undirected,,1
339753954,851084915,Undirected,,1
339753954,851219488,Undirected,,1
339753954,851284168,Undirected,,1
339753954,851320852,Undirected,,1
339753954,852231892,Undirected,,1
339753954,852484241,Undirected,,1
339753954,852541413,Undirected,,1
339753954,852645479,Undirected,,1
339753954,852693458,Undirected,,1
339753954,852748880,Undirected,,1
339753954,852859884,Undirected,,1
339753954,853210613,Undirected,,1
339753954,853428409,Undirected,,1
339753954,853811356,Undirected,,1
339753954,853903907,Undirected,,1
339753954,854005263,Undirected,,1
339753954,854011806,Undirected,,1
339753954,854038213,Undirected,,1
339753954,854089073,Undirected,,1
339753954,854112272,Undirected,,1
339753954,854437356,Undirected,,1
339753954,854573583,Undirected,,1
339753954,854813001,Undirected,,1
339753954,854966471,Undirected,,1
339753954,855203786,Undirected,,1
339753954,855258926,Undirected,,1
339753954,855301583,Undirected,,1
339753954,855549635,Undirected,,1
339753954,856103505,Undirected,,1
339753954,857228843,Undirected,,1
339753954,857234915,Undirected,,1
339753954,857343462,Undirected,,1
339753954,857567525,Undirected,,1
339753954,857643331,Undirected,,1
339753954,857766893,Undirected,,1
339753954,858049217,Undirected,,1
339753954,858198426,Undirected,,1
339753954,858350834,Undirected,,1
339753954,858475677,Undirected,,1
339753954,858480043,Undirected,,1
339753954,858512041,Undirected,,1
339753954,858894126,Undirected,,1
339753954,859184449,Undirected,,1
339753954,859396322,Undirected,,1
339753954,859525034,Undirected,,1
339753954,859662749,Undirected,,1
339753954,860333009,Undirected,,1
339753954,860351733,Undirected,,1
339753954,860404262,Undirected,,1
339753954,860580750,Undirected,,1
339753954,860601799,Undirected,,1
339753954,860611529,Undirected,,1
339753954,860634463,Undirected,,1
339753954,860673248,Undirected,,1
339753954,860748547,Undirected,,1
339753954,860824041,Undirected,,1
339753954,860982090,Undirected,,1
339753954,861164213,Undirected,,1
339753954,861222883,Undirected,,1
339753954,861223931,Undirected,,1
339753954,861224296,Undirected,,1
339753954,861260509,Undirected,,1
339753954,861668685,Undirected,,1
339753954,861817950,Undirected,,1
339753954,861851150,Undirected,,1
339753954,861941963,Undirected,,1
339753954,861991571,Undirected,,1
339753954,862043679,Undirected,,1
339753954,862081373,Undirected,,1
339753954,862201089,Undirected,,1
339753954,862212598,Undirected,,1
339753954,862214214,Undirected,,1
339753954,862270712,Undirected,,1
339753954,862491793,Undirected,,1
339753954,862656520,Undirected,,1
339753954,862971853,Undirected,,1
339753954,863220297,Undirected,,1
339753954,863480154,Undirected,,1
339753954,863638819,Undirected,,1
339753954,863648131,Undirected,,1
339753954,863693967,Undirected,,1
339753954,863755865,Undirected,,1
339753954,863756692,Undirected,,1
339753954,864592624,Undirected,,1
339753954,864697320,Undirected,,1
339753954,864723725,Undirected,,1
339753954,865083027,Undirected,,1
339753954,865229845,Undirected,,1
339753954,865254723,Undirected,,1
339753954,865274743,Undirected,,1
339753954,865304354,Undirected,,1
339753954,865321097,Undirected,,1
339753954,865939960,Undirected,,1
339753954,866143088,Undirected,,1
339753954,866270689,Undirected,,1
339753954,866361378,Undirected,,1
339753954,866563041,Undirected,,1
339753954,866609662,Undirected,,1
339753954,866728387,Undirected,,1
339753954,866738010,Undirected,,1
339753954,866739320,Undirected,,1
339753954,866885253,Undirected,,1
339753954,866961603,Undirected,,1
339753954,867027597,Undirected,,1
339753954,867047690,Undirected,,1
339753954,867094134,Undirected,,1
339753954,867103297,Undirected,,1
339753954,867138014,Undirected,,1
339753954,867183673,Undirected,,1
339753954,867306845,Undirected,,1
339753954,867331645,Undirected,,1
339753954,867350324,Undirected,,1
339753954,867623624,Undirected,,1
339753954,867732409,Undirected,,1
339753954,867811480,Undirected,,1
339753954,867840978,Undirected,,1
339753954,867918998,Undirected,,1
339753954,867951960,Undirected,,1
339753954,868079182,Undirected,,1
339753954,868420414,Undirected,,1
339753954,868456688,Undirected,,1
339753954,868481837,Undirected,,1
339753954,868545302,Undirected,,1
339753954,868575698,Undirected,,1
339753954,868633464,Undirected,,1
339753954,868661817,Undirected,,1
339753954,868850209,Undirected,,1
339753954,868962520,Undirected,,1
339753954,869041873,Undirected,,1
339753954,869189386,Undirected,,1
339753954,869207360,Undirected,,1
339753954,869422772,Undirected,,1
339753954,869670543,Undirected,,1
339753954,869759776,Undirected,,1
339753954,870047471,Undirected,,1
339753954,870222415,Undirected,,1
339753954,870302558,Undirected,,1
339753954,870448007,Undirected,,1
339753954,870568331,Undirected,,1
339753954,870861416,Undirected,,1
339753954,870961062,Undirected,,1
339753954,870994669,Undirected,,1
339753954,871062667,Undirected,,1
339753954,871777463,Undirected,,1
339753954,871932423,Undirected,,1
339753954,871967057,Undirected,,1
339753954,872770858,Undirected,,1
339753954,872810749,Undirected,,1
339753954,873097235,Undirected,,1
339753954,873270765,Undirected,,1
339753954,873393534,Undirected,,1
339753954,873612432,Undirected,,1
339753954,874896474,Undirected,,1
339753954,875183377,Undirected,,1
339753954,875742622,Undirected,,1
339753954,875885036,Undirected,,1
339753954,875953523,Undirected,,1
339753954,876080419,Undirected,,1
339753954,877445010,Undirected,,1
339753954,877656720,Undirected,,1
339753954,877965019,Undirected,,1
339753954,877977754,Undirected,,1
339753954,878826747,Undirected,,1
339753954,879443692,Undirected,,1
339753954,879502273,Undirected,,1
339753954,881414144,Undirected,,1
339753954,881537137,Undirected,,1
339753954,881973818,Undirected,,1
339753954,883217735,Undirected,,1
339753954,883419582,Undirected,,1
187758889,5892382,Undirected,,1
187758889,5935402,Undirected,,1
